sale_id,date_id,product_id,store_id,customer_id,revenue,cost,profit,quantity,discount,returns
1639,347,10,5,39,378.0,258.28,119.72,1,0.0,0
1640,424,18,9,49,1365.0,914.11,450.89,2,0.0,0
1641,400,1,8,2,3780.0,2292.07,1487.93,3,0.0,1
1642,874,24,8,34,672.0,430.6,241.4,2,0.2,1
1643,246,15,7,32,7260.0,5248.26,2011.74,3,0.0,1
1644,239,12,2,48,10497.5,5929.72,4567.78,2,0.15,0
1645,687,9,8,41,1632.0,1151.23,480.77,5,0.15,0
1646,645,29,1,28,53.76,38.11,15.65,1,0.15,0
1647,73,21,1,16,68.85,43.05,25.8,2,0.1,1
1648,401,9,8,10,1075.2,631.6,443.6,4,0.2,0
1649,270,7,2,34,11440.0,7285.72,4154.28,2,0.0,0
1650,428,23,3,3,245.65,148.03,97.62,4,0.15,0
1651,481,21,6,31,153.0,113.35,39.65,5,0.15,0
1652,475,29,5,43,117.04,83.02,34.02,4,0.05,0
1653,732,18,8,19,715.0,409.32,305.68,1,0.0,1
1654,589,14,8,21,153.42,97.42,56.0,2,0.15,0
1655,654,22,2,23,109.48,63.02,46.46,4,0.15,1
1656,1002,20,7,44,990.0,602.1,387.9,2,0.0,0
1657,838,2,9,50,6720.0,4603.19,2116.81,3,0.0,0
1658,906,14,7,17,90.25,58.4,31.85,1,0.0,0
1659,94,10,8,27,282.24,204.66,77.58,2,0.1,0
1660,226,20,10,22,769.5,506.3,263.2,2,0.1,1
1661,44,26,7,6,69.3,48.74,20.56,3,0.0,0
1662,101,17,4,24,1064.0,794.85,269.15,5,0.0,0
1663,811,28,4,19,45.22,27.87,17.35,2,0.0,0
1664,510,1,1,2,6000.0,3901.8,2098.2,5,0.0,0
1665,87,6,5,20,408.0,275.93,132.07,1,0.0,0
1666,70,9,2,25,1088.0,776.46,311.54,4,0.0,0
1667,174,3,2,33,2470.0,1365.78,1104.22,4,0.0,0
1668,311,4,10,26,2112.0,1417.44,694.56,2,0.2,0
1669,663,14,9,48,109.25,66.08,43.17,1,0.0,0
1670,542,21,10,31,171.0,108.74,62.26,4,0.0,0
1671,833,18,5,31,1326.0,870.71,455.29,3,0.15,0
1672,36,16,7,24,6247.5,3571.45,2676.05,5,0.15,0
1673,51,13,4,29,448.88,297.44,151.44,3,0.05,0
1674,681,5,2,7,21000.0,12422.26,8577.74,5,0.0,1
1675,512,3,3,26,2600.0,1676.23,923.77,5,0.2,0
1676,477,2,8,17,8960.0,6255.0,2705.0,4,0.0,0
1677,75,11,10,39,4896.0,2698.26,2197.74,4,0.2,0
1678,1001,18,8,21,1430.0,918.45,511.55,2,0.0,0
1679,167,30,2,28,108.3,62.32,45.98,1,0.05,0
1680,1065,24,2,11,957.6,693.25,264.35,2,0.05,0
1681,869,16,3,41,6650.0,3843.52,2806.48,5,0.05,0
1682,857,13,1,19,142.5,106.75,35.75,1,0.05,0
1683,556,17,6,40,923.4,627.95,295.45,3,0.1,0
1684,1072,22,4,40,102.06,68.47,33.59,3,0.1,0
1685,432,30,6,48,204.0,133.59,70.41,2,0.0,0
1686,21,11,7,12,3762.0,2119.55,1642.45,2,0.05,1
1687,639,23,4,13,87.97,56.45,31.52,1,0.1,0
1688,960,20,3,5,1090.12,721.48,368.64,3,0.15,0
1689,29,30,4,18,316.8,231.99,84.81,3,0.2,0
1690,627,12,10,50,28600.0,18939.56,9660.44,4,0.0,0
1691,415,3,10,10,580.12,344.18,235.94,1,0.15,0
1692,210,5,9,38,12600.0,8380.65,4219.35,4,0.0,0
1693,568,26,10,43,79.2,46.22,32.98,4,0.0,0
1694,444,3,10,10,1105.0,712.83,392.17,2,0.0,0
1695,160,29,1,9,209.0,133.33,75.67,5,0.2,0
1696,670,10,9,49,336.0,222.44,113.56,1,0.0,0
1697,790,23,8,23,214.2,140.17,74.03,3,0.2,0
1698,439,6,5,46,652.8,416.13,236.67,2,0.2,0
1699,514,22,2,36,95.2,58.99,36.21,4,0.15,0
1700,749,28,8,50,106.59,67.66,38.93,3,0.15,0
1701,392,13,6,12,165.0,105.34,59.66,1,0.0,0
1702,12,19,5,22,1320.0,967.77,352.23,1,0.0,0
1703,27,20,5,3,1262.25,815.09,447.16,3,0.15,0
1704,519,9,1,37,243.2,168.68,74.52,1,0.2,0
1705,931,16,3,31,5040.0,2876.72,2163.28,5,0.2,0
1706,314,23,3,9,96.9,69.46,27.44,1,0.05,0
1707,909,21,1,21,34.2,22.53,11.67,1,0.2,1
1708,398,21,10,48,47.25,33.9,13.35,1,0.0,0
1709,649,29,3,38,170.77,94.41,76.36,3,0.1,0
1710,853,27,1,5,104.0,73.03,30.97,2,0.2,0
1711,547,3,3,29,585.0,392.95,192.05,1,0.0,0
1712,839,6,1,20,1036.8,642.96,393.84,3,0.1,0
1713,177,19,8,6,1140.0,668.61,471.39,1,0.0,0
1714,651,19,1,50,2208.0,1219.01,988.99,2,0.2,0
1715,943,3,4,20,994.5,697.31,297.19,2,0.15,0
1716,110,13,5,12,252.0,167.08,84.92,3,0.0,0
1717,386,9,4,12,1056.0,728.12,327.88,3,0.0,0
1718,1004,12,10,24,17160.0,11640.75,5519.25,3,0.2,0
1719,350,2,10,25,6804.0,4516.1,2287.9,2,0.1,1
1720,889,12,5,14,15746.25,11710.46,4035.79,3,0.15,0
1721,551,3,9,50,1170.0,694.57,475.43,2,0.0,0
1722,237,17,3,31,685.9,457.75,228.15,2,0.05,0
1723,774,22,10,3,74.97,42.8,32.17,3,0.15,0
1724,17,6,7,31,1584.0,1076.45,507.55,3,0.0,0
1725,734,10,3,30,1540.0,1078.63,461.37,5,0.0,0
1726,935,19,10,45,3672.0,2312.87,1359.13,4,0.15,0
1727,518,24,6,39,1137.15,779.76,357.39,3,0.05,0
1728,480,25,9,7,106.4,74.99,31.41,4,0.05,1
1729,821,19,1,11,3570.0,2622.06,947.94,5,0.0,1
1730,1074,7,10,49,14040.0,9584.85,4455.15,2,0.0,0
1731,111,3,5,50,582.4,360.63,221.77,2,0.2,0
1732,944,1,3,13,2280.0,1394.23,885.77,2,0.0,0
1733,417,14,2,47,199.5,137.05,62.45,2,0.0,0
1734,767,1,8,11,3780.0,2434.93,1345.07,3,0.0,0
1735,436,30,8,43,326.4,209.78,116.62,4,0.2,0
1736,197,13,3,21,256.5,180.74,75.76,2,0.05,1
1737,870,20,7,35,450.0,291.45,158.55,1,0.0,0
1738,56,8,10,12,1869.0,1163.37,705.63,2,0.0,0
1739,4,20,10,49,1980.0,1344.65,635.35,4,0.0,0
1740,385,2,4,20,12320.0,7612.74,4707.26,4,0.0,0
1741,872,5,5,20,11900.0,8499.63,3400.37,4,0.15,0
1742,864,6,3,26,1920.0,1096.87,823.13,5,0.2,0
1743,710,22,2,42,120.96,86.05,34.91,4,0.2,0
1744,264,19,9,25,5280.0,3417.36,1862.64,4,0.0,1
1745,823,14,1,20,212.8,148.62,64.18,4,0.0,0
1746,923,17,6,50,1162.8,717.46,445.34,4,0.15,0
1747,748,4,3,28,4840.0,3033.2,1806.8,5,0.2,0
1748,308,1,6,46,7200.0,4244.56,2955.44,5,0.0,0
1749,932,14,1,30,256.5,147.31,109.19,3,0.0,0
1750,752,2,10,44,9240.0,5868.7,3371.3,3,0.0,0
1751,49,18,5,12,2047.5,1296.91,750.59,3,0.0,0
1752,610,21,1,39,49.5,34.47,15.03,1,0.0,0
1753,812,8,3,6,2647.75,1523.01,1124.74,5,0.0,0
1754,1011,14,5,23,371.45,250.15,121.3,4,0.15,1
1755,1073,19,8,3,1620.0,1011.79,608.21,1,0.0,0
1756,208,13,9,47,135.0,99.29,35.71,1,0.0,0
1757,866,13,1,12,382.5,260.32,122.18,3,0.15,1
1758,888,4,4,37,3135.0,2110.22,1024.78,3,0.0,0
1759,500,23,1,24,403.75,239.44,164.31,5,0.05,1
1760,563,24,3,18,1606.5,898.27,708.23,5,0.15,0
1761,372,22,5,18,29.26,17.31,11.95,1,0.05,0
1762,266,9,5,30,1408.0,1049.21,358.79,5,0.2,0
1763,454,8,1,46,1588.65,894.0,694.65,3,0.0,0
1764,944,19,7,41,5700.0,3752.26,1947.74,5,0.0,0
1765,26,11,6,21,4752.0,3035.94,1716.06,3,0.2,0
1766,1022,7,9,45,10166.0,6384.37,3781.63,2,0.15,0
1767,161,21,8,36,128.25,75.86,52.39,3,0.0,1
1768,757,10,5,49,877.8,601.21,276.59,3,0.05,0
1769,342,20,6,37,2308.5,1729.45,579.05,4,0.05,0
1770,582,18,8,16,2223.0,1281.2,941.8,4,0.1,0
1771,253,4,7,14,2420.0,1607.24,812.76,2,0.0,0
1772,326,25,7,36,168.0,117.64,50.36,4,0.0,0
1773,572,11,6,41,1377.0,1001.01,375.99,1,0.15,1
1774,651,17,9,35,1748.0,1261.73,486.27,4,0.0,0
1775,951,10,8,11,505.4,307.12,198.28,2,0.05,0
1776,685,25,8,42,71.4,52.23,19.17,2,0.15,0
1777,857,14,7,13,85.5,50.86,34.64,1,0.1,0
1778,1031,3,10,37,2990.0,1838.86,1151.14,4,0.0,0
1779,967,22,2,24,22.61,15.15,7.46,1,0.15,0
1780,798,18,9,13,1049.75,654.85,394.9,2,0.05,0
1781,359,16,4,21,3780.0,2128.0,1652.0,2,0.0,0
1782,945,15,4,44,9927.5,7425.2,2502.3,5,0.05,0
1783,945,17,2,39,866.4,635.96,230.44,3,0.2,0
1784,947,24,2,1,339.15,232.44,106.71,1,0.15,0
1785,963,28,7,5,144.4,104.93,39.47,4,0.0,0
1786,1094,23,1,29,367.2,255.28,111.92,4,0.2,0
1787,816,27,1,24,131.49,96.71,34.78,4,0.15,0
1788,902,14,2,7,144.4,87.0,57.4,2,0.2,0
1789,229,24,3,24,1356.6,838.33,518.27,4,0.15,1
1790,989,7,5,7,14586.0,10046.01,4539.99,3,0.15,0
1791,1007,25,4,49,120.75,73.54,47.21,3,0.0,0
1792,923,23,5,37,206.55,115.08,91.47,3,0.1,0
1793,1069,10,1,15,1020.6,635.37,385.23,3,0.1,0
1794,325,19,5,31,4896.0,2981.55,1914.45,4,0.15,0
1795,264,5,10,19,15400.0,10431.23,4968.77,4,0.0,0
1796,434,19,5,10,5100.0,3069.61,2030.39,5,0.0,0
1797,1059,13,8,40,360.0,244.36,115.64,2,0.0,0
1798,1027,11,9,24,6624.0,4870.07,1753.93,4,0.2,0
1799,1076,16,3,31,7560.0,5169.14,2390.86,4,0.0,0
1800,461,10,4,15,313.6,210.65,102.95,2,0.0,0
1801,245,21,4,23,188.1,124.88,63.22,4,0.05,0
1802,25,27,9,15,143.0,97.65,45.35,2,0.0,0
1803,203,11,9,5,4374.0,3246.96,1127.04,3,0.1,0
1804,163,26,1,29,94.05,56.39,37.66,5,0.1,0
1805,375,23,4,15,374.0,208.71,165.29,4,0.0,0
1806,569,3,4,47,585.0,382.89,202.11,1,0.0,0
1807,467,8,10,49,2367.4,1521.89,845.51,5,0.05,0
1808,105,11,2,13,4032.0,2573.95,1458.05,4,0.0,0
1809,205,18,10,14,2778.75,1695.02,1083.73,5,0.05,0
1810,881,28,2,47,121.6,82.51,39.09,4,0.2,0
1811,935,1,5,49,3888.0,2348.93,1539.07,4,0.1,0
1812,674,17,8,33,1162.8,709.22,453.58,3,0.15,0
1813,510,11,5,44,8100.0,4955.26,3144.74,5,0.1,0
1814,374,16,1,21,7315.0,4748.59,2566.41,5,0.05,0
1815,885,22,5,7,106.4,72.09,34.31,4,0.0,0
1816,375,7,2,49,11440.0,6994.87,4445.13,2,0.0,0
1817,1087,16,2,44,5103.0,3021.27,2081.73,3,0.1,0
1818,664,6,4,50,1766.4,1032.21,734.19,4,0.2,0
1819,322,11,9,31,8640.0,5472.42,3167.58,5,0.2,0
1820,469,30,5,31,201.6,116.73,84.87,3,0.0,0
1821,725,27,6,29,250.09,165.72,84.37,3,0.05,0
1822,12,25,7,4,154.0,104.59,49.41,4,0.0,0
1823,936,25,5,2,63.0,42.99,20.01,2,0.0,0
1824,765,1,6,28,5040.0,3334.53,1705.47,4,0.0,0
1825,441,20,9,29,1147.5,648.21,499.29,3,0.0,0
1826,983,24,10,31,369.6,252.02,117.58,1,0.2,0
1827,998,8,5,39,4650.25,2612.81,2037.44,5,0.05,0
1828,702,9,9,24,1728.0,988.77,739.23,4,0.0,0
1829,152,11,7,10,3078.0,1876.88,1201.12,2,0.1,0
1830,181,15,4,21,9405.0,6607.55,2797.45,5,0.1,0
1831,1088,27,5,45,87.75,61.81,25.94,1,0.0,0
1832,643,28,6,50,148.58,108.01,40.57,4,0.15,0
1833,960,8,8,24,2536.5,1738.86,797.64,3,0.0,0
1834,523,20,1,9,363.38,229.71,133.67,1,0.15,0
1835,997,26,1,34,21.78,13.61,8.17,1,0.1,0
1836,66,17,6,35,1292.0,859.13,432.87,4,0.0,0
1837,155,19,2,36,1026.0,596.77,429.23,1,0.1,0
1838,180,19,8,40,1824.0,1029.86,794.14,2,0.2,0
1839,568,15,8,48,3366.0,2073.75,1292.25,2,0.15,0
1840,696,15,9,50,10560.0,6655.9,3904.1,4,0.0,0
1841,799,1,1,15,2907.0,1686.35,1220.65,3,0.05,0
1842,669,18,8,42,1196.0,854.31,341.69,2,0.2,1
1843,313,7,3,14,18720.0,10673.76,8046.24,3,0.0,0
1844,81,25,3,35,89.25,54.93,34.32,3,0.0,0
1845,472,22,4,13,47.04,29.86,17.18,3,0.0,0
1846,445,25,6,2,56.52,32.48,24.04,2,0.05,1
1847,53,15,4,25,2194.5,1399.45,795.05,1,0.05,0
1848,780,19,2,6,2268.0,1661.67,606.33,2,0.1,0
1849,250,6,4,8,1795.2,1204.52,590.68,4,0.15,0
1850,649,14,4,14,87.4,56.93,30.47,1,0.2,0
1851,1042,4,8,2,1254.0,891.2,362.8,1,0.05,0
1852,205,12,6,20,5557.5,4108.04,1449.46,1,0.05,0
1853,470,23,2,42,180.88,100.06,80.82,4,0.05,1
1854,663,2,3,16,5796.0,3198.55,2597.45,2,0.1,0
1855,288,23,8,49,97.75,65.42,32.33,1,0.0,0
1856,601,12,10,27,11732.5,6857.46,4875.04,2,0.05,1
1857,311,24,3,24,403.2,234.85,168.35,1,0.2,0
1858,627,13,6,17,825.0,458.45,366.55,5,0.0,0
1859,59,29,8,3,109.73,61.37,48.36,2,0.05,0
1860,1076,6,3,7,648.0,472.68,175.32,1,0.0,0
1861,136,4,8,30,3520.0,2568.29,951.71,4,0.2,0
1862,2,10,8,31,924.0,567.87,356.13,3,0.0,0
1863,198,16,8,48,6300.0,3623.55,2676.45,5,0.0,0
1864,293,8,2,48,869.97,548.75,321.22,1,0.15,1
1865,216,8,4,17,1437.35,980.09,457.26,2,0.15,0
1866,947,22,10,34,119.7,89.48,30.22,5,0.1,0
1867,270,11,7,24,3564.0,2485.11,1078.89,2,0.1,0
1868,789,21,1,13,94.5,54.68,39.82,2,0.0,0
1869,488,6,7,21,432.0,279.14,152.86,1,0.1,0
1870,385,21,10,26,198.0,126.85,71.15,4,0.0,0
1871,901,4,5,42,5225.0,3226.18,1998.82,5,0.0,1
1872,523,11,8,50,8122.5,5544.82,2577.68,5,0.05,0
1873,702,25,9,17,37.8,23.55,14.25,1,0.2,0
1874,259,4,4,30,1210.0,798.71,411.29,1,0.0,0
1875,712,10,8,28,1890.0,1404.76,485.24,5,0.0,1
1876,374,13,9,13,264.0,181.13,82.87,2,0.2,0
1877,407,24,6,34,1764.0,1023.74,740.26,5,0.2,0
1878,1076,2,9,24,18900.0,13017.17,5882.83,5,0.0,1
1879,342,12,3,7,14917.5,10097.1,4820.4,2,0.15,0
1880,312,18,10,28,1560.0,873.26,686.74,2,0.0,1
1881,821,10,7,34,633.08,407.45,225.63,4,0.05,0
1882,615,1,2,17,5610.0,3435.12,2174.88,5,0.15,1
1883,137,2,7,9,5320.0,3801.08,1518.92,2,0.05,0
1884,497,13,3,42,570.0,380.92,189.08,4,0.05,0
1885,718,3,4,18,1667.25,958.16,709.09,2,0.05,0
1886,311,7,8,10,14976.0,9217.64,5758.36,3,0.2,0
1887,1067,10,9,7,1795.5,1070.9,724.6,5,0.05,0
1888,256,18,10,30,1430.0,1038.24,391.76,2,0.0,0
1889,700,29,5,3,237.6,173.03,64.57,4,0.2,0
1890,956,14,10,11,288.8,175.65,113.15,4,0.2,0
1891,182,24,10,39,1134.0,820.87,313.13,3,0.0,0
1892,886,14,1,41,72.2,50.83,21.37,1,0.2,0
1893,565,29,5,41,247.5,156.9,90.6,5,0.0,0
1894,731,3,1,7,2860.0,1908.07,951.93,4,0.0,0
1895,889,22,5,7,95.76,64.29,31.47,4,0.1,0
1896,1063,28,7,3,228.0,152.32,75.68,5,0.0,0
1897,202,19,2,8,2160.0,1438.61,721.39,2,0.0,0
1898,864,27,7,46,65.0,44.16,20.84,1,0.0,0
1899,944,19,9,3,3648.0,2593.89,1054.11,4,0.2,0
1900,885,22,1,14,133.0,73.79,59.21,5,0.0,1
1901,203,10,7,2,806.4,587.21,219.19,4,0.2,0
1902,705,12,4,18,28080.0,15712.44,12367.56,4,0.2,0
1903,539,25,3,14,133.0,96.12,36.88,5,0.2,0
1904,822,25,6,50,31.36,20.38,10.98,2,0.2,0
1905,721,20,9,48,1215.0,869.62,345.38,2,0.0,0
1906,186,21,7,21,192.38,130.41,61.97,5,0.05,0
1907,415,9,8,23,806.4,514.12,292.28,3,0.2,0
1908,327,6,6,2,576.0,383.83,192.17,1,0.0,1
1909,607,25,9,35,63.17,42.56,20.61,2,0.05,0
1910,192,3,10,43,1872.0,1128.21,743.79,4,0.2,0
1911,1092,12,7,9,35100.0,25236.97,9863.03,4,0.0,0
1912,602,20,10,6,1282.5,818.89,463.61,3,0.0,0
1913,318,22,5,2,134.4,96.32,38.08,4,0.0,1
1914,503,29,4,29,110.0,60.77,49.23,2,0.0,0
1915,43,28,10,31,151.62,100.26,51.36,4,0.05,1
1916,394,14,3,34,496.38,335.28,161.1,5,0.05,1
1917,793,24,5,46,856.8,608.62,248.18,3,0.2,0
1918,747,29,4,21,302.5,171.04,131.46,5,0.0,0
1919,659,28,4,35,218.5,124.4,94.1,5,0.0,1
1920,1040,23,8,35,306.0,217.7,88.3,3,0.0,0
1921,714,23,9,15,459.0,305.17,153.83,4,0.0,0
1922,897,16,10,28,1330.0,737.38,592.62,1,0.0,0
1923,118,29,6,31,61.6,42.28,19.32,2,0.0,0
1924,566,19,5,47,918.0,614.64,303.36,1,0.15,0
1925,274,13,4,43,690.0,453.8,236.2,4,0.0,0
1926,677,8,10,33,4272.0,3004.33,1267.67,4,0.0,1
1927,645,28,1,40,37.14,26.03,11.11,1,0.15,0
1928,146,20,2,34,1530.0,890.83,639.17,4,0.15,0
1929,368,27,3,2,243.1,139.52,103.58,4,0.15,0
1930,827,19,7,27,2284.8,1473.43,811.37,4,0.15,0
1931,375,4,5,23,2057.0,1308.4,748.6,2,0.15,0
1932,186,6,5,26,864.0,535.89,328.11,2,0.0,0
1933,168,11,8,49,1539.0,925.79,613.21,1,0.1,0
1934,125,18,1,44,1950.0,1138.22,811.78,3,0.0,1
1935,1084,1,1,21,6480.0,3599.84,2880.16,4,0.0,1
1936,768,28,2,12,67.83,45.73,22.1,2,0.15,0
1937,448,12,2,44,6961.5,4349.78,2611.72,2,0.1,0
1938,903,23,3,33,129.2,92.22,36.98,2,0.2,0
1939,80,30,9,8,306.0,174.9,131.1,3,0.0,0
1940,1062,6,2,32,1036.8,602.43,434.37,2,0.1,0
1941,691,15,9,25,10560.0,7220.31,3339.69,4,0.0,0
1942,505,12,3,16,26000.0,18429.08,7570.92,4,0.0,0
1943,121,30,8,43,420.0,302.21,117.79,5,0.0,0
1944,657,30,9,37,586.5,384.97,201.53,5,0.15,0
1945,412,10,6,9,940.8,554.7,386.1,4,0.2,1
1946,874,13,7,25,142.5,79.05,63.45,1,0.05,0
1947,992,20,7,20,1584.0,1115.37,468.63,4,0.2,0
1948,113,17,1,13,212.8,155.01,57.79,1,0.0,0
1949,356,21,6,48,54.68,30.38,24.3,1,0.1,1
1950,789,7,6,35,4368.0,3123.46,1244.54,1,0.2,0
1951,1042,17,3,33,1162.8,802.14,360.66,3,0.15,1
1952,203,15,3,15,5940.0,4115.27,1824.73,3,0.0,0
1953,32,2,7,14,2940.0,1619.79,1320.21,1,0.0,0
1954,678,6,7,15,1382.4,871.45,510.95,3,0.2,0
1955,505,20,5,28,1912.5,1382.26,530.24,5,0.15,0
1956,420,29,5,27,54.86,39.21,15.65,1,0.05,0
1957,389,27,8,17,357.5,241.42,116.08,5,0.0,0
1958,920,5,4,5,3150.0,1832.62,1317.38,1,0.0,0
1959,137,6,9,21,816.0,490.66,325.34,2,0.15,0
1960,816,10,9,19,399.84,265.5,134.34,3,0.2,0
1961,245,13,4,6,660.0,428.73,231.27,5,0.2,0
1962,74,16,8,7,1190.0,663.55,526.45,1,0.0,0
1963,172,25,2,16,119.7,74.71,44.99,4,0.1,0
1964,906,20,1,43,1710.0,1273.78,436.22,5,0.2,0
1965,652,2,10,1,6440.0,4649.02,1790.98,2,0.0,0
1966,360,12,8,13,8336.25,5218.55,3117.7,1,0.05,1
1967,1036,3,4,12,1560.0,1063.3,496.7,2,0.0,0
1968,903,3,4,39,3087.5,2041.98,1045.52,5,0.0,0
1969,651,2,2,44,3059.0,1999.39,1059.61,1,0.05,0
1970,348,24,6,24,567.0,414.08,152.92,1,0.0,0
1971,13,13,1,37,132.0,82.83,49.17,1,0.2,0
1972,460,25,1,37,98.0,54.29,43.71,5,0.0,0
1973,976,30,10,42,528.0,362.8,165.2,4,0.0,0
1974,487,22,8,40,84.0,62.67,21.33,3,0.0,0
1975,982,30,3,30,660.0,392.55,267.45,5,0.0,0
1976,358,13,5,11,516.38,286.17,230.21,3,0.15,0
1977,295,2,8,27,12880.0,7668.71,5211.29,5,0.2,0
1978,723,7,7,27,26676.0,18584.9,8091.1,4,0.05,0
1979,796,15,6,22,4768.5,3003.09,1765.41,3,0.15,0
1980,422,8,4,46,1682.1,990.62,691.48,2,0.1,0
1981,745,29,8,36,242.0,164.27,77.73,4,0.0,0
1982,290,16,2,35,6440.0,4707.22,1732.78,4,0.0,1
1983,845,2,4,14,6048.0,4402.85,1645.15,3,0.1,0
1984,1060,14,3,29,96.9,57.3,39.6,1,0.15,0
1985,353,9,10,50,734.4,462.95,271.45,2,0.15,0
1986,406,5,7,21,14700.0,10637.01,4062.99,4,0.0,0
1987,997,11,10,49,8910.0,6210.84,2699.16,5,0.1,0
1988,199,26,2,6,19.8,14.53,5.27,1,0.0,0
1989,679,28,2,21,136.8,95.58,41.22,3,0.0,1
1990,630,27,2,24,357.5,238.34,119.16,5,0.0,0
1991,973,11,3,19,5130.0,3644.7,1485.3,3,0.0,0
1992,312,6,7,8,2592.0,1637.98,954.02,5,0.1,0
1993,962,23,5,45,161.5,110.27,51.23,2,0.0,0
1994,912,4,1,9,3971.0,2485.35,1485.65,4,0.05,0
1995,41,19,6,29,5670.0,3324.7,2345.3,5,0.1,1
1996,1008,22,10,23,96.6,70.26,26.34,3,0.0,0
1997,277,20,5,44,2070.0,1184.44,885.56,4,0.0,1
1998,404,21,6,19,47.25,31.68,15.57,1,0.0,0
1999,33,20,10,27,945.0,680.64,264.36,2,0.0,0
2000,574,17,1,32,1026.0,574.97,451.03,3,0.0,0
2001,628,9,8,28,1056.0,638.42,417.58,3,0.0,1
2002,939,22,2,22,126.0,72.59,53.41,5,0.0,1
2003,22,24,10,2,1316.7,776.76,539.94,3,0.05,0
2004,796,2,5,45,9520.0,5934.38,3585.62,4,0.0,0
2005,870,14,6,9,242.25,145.91,96.34,3,0.15,0
2006,577,9,2,29,230.4,157.42,72.98,1,0.2,0
2007,1043,29,2,2,105.6,74.17,31.43,2,0.2,0
2008,363,12,2,10,35100.0,20968.36,14131.64,5,0.2,0
2009,155,1,1,48,2736.0,2002.16,733.84,3,0.2,0
2010,944,21,6,43,38.48,22.1,16.38,1,0.1,0
2011,409,30,2,12,107.1,79.28,27.82,1,0.15,0
2012,478,7,1,46,3952.0,2426.85,1525.15,1,0.05,0
2013,975,27,4,46,257.4,177.93,79.47,4,0.1,0
2014,126,15,3,33,2200.0,1287.37,912.63,1,0.0,0
2015,295,29,9,37,107.52,61.8,45.72,2,0.15,0
2016,386,6,6,49,1056.0,664.15,391.85,2,0.0,0
2017,608,20,7,33,1282.5,814.78,467.72,3,0.0,0
2018,494,17,1,42,1140.0,798.98,341.02,3,0.0,0
2019,129,16,6,47,1260.0,883.42,376.58,1,0.1,0
2020,914,1,2,21,4320.0,3167.71,1152.29,5,0.2,0
2021,135,19,5,47,3420.0,2125.95,1294.05,3,0.05,0
2022,759,16,5,49,6160.0,4060.57,2099.43,4,0.0,0
2023,468,19,3,3,1915.2,1231.45,683.75,3,0.05,0
2024,826,15,8,29,2464.0,1718.82,745.18,2,0.0,0
2025,51,28,3,21,127.68,86.37,41.31,4,0.2,0
2026,29,14,3,10,522.5,310.05,212.45,5,0.0,0
2027,968,5,5,22,6650.0,4318.94,2331.06,2,0.0,0
2028,569,8,4,32,3404.25,2212.17,1192.08,5,0.15,0
2029,328,16,1,23,1680.0,1244.19,435.81,1,0.0,0
2030,593,5,4,34,10640.0,6312.51,4327.49,4,0.2,0
2031,631,21,3,22,126.23,85.04,41.19,3,0.15,0
2032,266,17,5,22,1003.2,689.9,313.3,3,0.2,0
2033,970,3,1,29,1759.88,1054.56,705.32,3,0.05,1
2034,479,30,6,41,307.2,186.2,121.0,4,0.2,0
2035,679,23,4,9,244.8,165.62,79.18,3,0.2,1
2036,469,23,10,40,76.16,54.37,21.79,2,0.2,0
2037,963,29,1,21,261.25,163.76,97.49,5,0.0,0
2038,659,3,9,32,2691.0,1964.66,726.34,4,0.1,1
2039,545,3,8,25,988.0,695.54,292.46,2,0.2,0
2040,746,28,1,31,83.6,56.56,27.04,2,0.0,0
2041,989,18,3,18,2037.75,1522.32,515.43,3,0.05,0
2042,410,27,4,39,341.25,207.86,133.39,5,0.0,0
2043,400,17,9,19,638.4,399.13,239.27,2,0.2,0
2044,23,10,5,14,616.0,341.91,274.09,2,0.0,0
2045,864,3,6,30,1235.0,833.84,401.16,2,0.05,0
2046,910,25,6,7,94.76,57.35,37.41,3,0.05,0
2047,929,10,3,38,504.0,373.58,130.42,2,0.0,0
2048,669,18,8,24,1495.0,1070.96,424.04,2,0.0,0
2049,53,21,7,42,134.66,78.86,55.8,3,0.05,0
2050,71,21,5,21,153.0,101.55,51.45,5,0.2,1
2051,115,24,3,32,235.2,135.94,99.26,1,0.0,0
2052,335,23,4,6,344.25,212.62,131.63,3,0.0,0
2053,143,16,7,35,1260.0,797.92,462.08,1,0.1,0
2054,318,18,2,14,3120.0,1787.92,1332.08,4,0.0,1
2055,535,8,4,4,4227.5,2369.5,1858.0,5,0.0,0
2056,462,16,1,3,1254.4,748.29,506.11,2,0.2,0
2057,282,17,6,21,1398.4,946.53,451.87,4,0.2,0
2058,1045,25,5,32,35.7,24.74,10.96,1,0.15,0
2059,140,2,4,38,2800.0,1668.52,1131.48,1,0.0,0
2060,716,23,2,38,309.83,226.09,83.74,3,0.1,0
2061,436,5,9,1,14875.0,8971.55,5903.45,5,0.0,0
2062,796,6,4,49,2040.0,1258.47,781.53,5,0.0,0
2063,534,13,2,42,406.12,225.71,180.41,3,0.05,0
2064,1049,25,7,14,84.0,46.9,37.1,2,0.0,0
2065,422,7,10,48,13104.0,9014.9,4089.1,3,0.2,0
2066,622,12,8,4,12870.0,9369.89,3500.11,2,0.1,0
2067,445,17,1,20,323.0,231.24,91.76,1,0.0,0
2068,423,16,7,47,4189.5,3128.91,1060.59,3,0.05,0
2069,339,30,8,31,729.0,442.55,286.45,5,0.1,1
2070,509,3,10,7,520.0,289.24,230.76,1,0.2,0
2071,23,9,1,20,1337.6,930.63,406.97,4,0.05,1
